"","X","id_offer","adress","type","price","currency","surface_grnd","surface_good","nb_room","nb_bathroom","lat","lng","colonia","municipio","estado","desc_good","url_good","mode"
"526",526,"T-DF0077-0532"," INDIANA, BENITO JUAREZ","Departamento en Venta",4900000,"MXN",120,120,2,2,19.38824,-99.17768,"AMPLIACION NAPOLES","BENITO JUAREZ","CDMX","Excelente oportunidad de departamento en ciudad de los deportes muy cerca de la colonia Nápoles a unos cuantos pasos del estadio azul ven y aprovecha esta oportunidad  ","https://tecnocasa.mx/detalle-inmueble.php?v=41845","Venta"
"527",527,"T-DF0008-0472"," AMORES, BENITO JUAREZ","Departamento en Venta",4900000,"MXN",152,152,3,2,19.39511,-99.16372,"DEL VALLE NORTE","BENITO JUAREZ","CDMX","Hermoso departamento en planta baja, consta de 152m2 mas jardín y terrazas, 3 habitaciones muy amplias e iluminadas, 2 baños completos, sala, comedor, cocina equipada, cuarto de servicio con baño completo y cuarto de lavado, estacionamiento con servicio de valet, vigilancia 24 hrs y circuito cerrado","https://tecnocasa.mx/detalle-inmueble.php?v=41894","Venta"
"528",528,"T-DF0045-0567"," MONTECITO, BENITO JUAREZ","Departamento en Venta",4900000,"MXN",85,85,1,1,19.39511,-99.17363,"NAPOLES","BENITO JUAREZ","CDMX","La mejor ubicación en la colonia Napoles. Increíble departamento en venta, con una hermosa vista al WTC consta de: 2 niveles, 1 recamara, 1 baño, cocina equipada, 1 estacionamiento, balcón, terraza, roof garden, gimnasio, vigilancia 24/7, elevador. ","https://tecnocasa.mx/detalle-inmueble.php?v=39104","Venta"
"529",529,"T-DF0030-0548"," SUR 69 B, IZTAPALAPA","Casa en Venta",4900000,"MXN",0,0,4,2,19.35828,-99.13648,"EL PRADO","IZTAPALAPA","CDMX","BONITA CASA CON 4 HABITACIONES, 3 LUGARES DE ESTACIONAMIENTO, 2 BAÑOS COMPLETOS, 1 MEDIO BAÑO, SALA, COMEDOR, COCINA INTEGRAL, PATIO TRACERO, HABITACION INDEPENDIENTE. ","https://tecnocasa.mx/detalle-inmueble.php?v=41467","Venta"
"530",530,"T-DF0140-0099"," GRAL. FRANCISCO RAMIREZ, MIGUEL HIDALGO","Casa en Venta",4870000,"MXN",160,160,4,3,19.40933,-99.19262,"AMPLIACION DANIEL GARZA","MIGUEL HIDALGO","CDMX","EXCELENTE OPORTUNIDAD PARA COMPRAR, CASA PARA REMODELAR DE UN SOLO NIVEL CON MUY BUENA ILUMINACIÓN NATURAL, CUENTA CON USO DE SUELO MIXTO, CON 220M2 DE SUPERFICIE Y 180M2 DE CONSTRUCCIÓN, 4 HABITACIONES AMPLIAS, 3 BAÑOS COMPLETOS, ESTANCIA SALA-COMEDOR, COCINA INTEGRAL, 2 PEQUEÑAS TERRAZAS, ÁREA DE LAVADO, GARAGE PARA 4 VEHICULOS Y UN PEQUEÑO LOCAL COMERCIAL, A DOS CALLES DEL METRO CONSTITUYENTES, DOS CALLES DE LA ESTACIÓN DE METROBÚS PARQUE LIRA, CON SERVICIOS A UNOS PASOS, SUPERMERCADO, ESCUELAS, PARQUES MUY CERCA DE LA PROPIEDAD","https://tecnocasa.mx/detalle-inmueble.php?v=39024","Venta"
"531",531,"T-DF0135-0069"," CAMINO VIEJO A SAN PEDRO MARTIR, TLALPAN","Casa en Venta",4850000,"MXN",200,200,3,2,19.27261,-99.16077,"EJIDOS DE SAN PEDRO MARTIR","TLALPAN","CDMX","INMUEBLE EN VENTA 

EXCELENTE OPORTUNIDAD PARA GIRO COMERCIAL, ESCUELA, SALÓN DE FIESTAS, GIMNASIO, CONSULTORIOS, O BIEN UN CONJUNTO DE LOCALES COMERCIALES YA QUE SE ENCUENTRA CON ESPACIOS ABIERTOS (ACTUALMENTE DIVIDIDOS CON TABLA ROCA) 

TERRENO DE 314M2, CONSTRUCCIÓN DE 200M2 EN DOS PLANTAS CON ALTURA DE 3 METROS Y UN DOMO GRANDE DE 3X6M ADEMÁS DE ESPACIO LIBRE PARA APROXIMADME 8 VEHÍCULOS                                      

ZONA COMERCIAL CON ALTO FLUJO DE PERSONAS, VEHICULOS Y CERCANO A GRANDES UNIDADES DE DEPARTAMENTOS

A 5 MINUTOS DE AVENIDAS PRINCIPALES COMO VIADUCTO TLALPAN E INSURGENTES SUR Y VIA DE TRANSPORTE COMO METROBUS EL CAMINERO

A 10 MINUTOS DE CENTRO COMERCIAL PATIO TLALPAN Y ZONA DE HOSPITALES

","https://tecnocasa.mx/detalle-inmueble.php?v=41231","Venta"
"532",532,"T-DF0068-0026"," LIRIO ACUATICO, XOCHIMILCO","Terreno en Venta",4850000,"MXN",0,0,NA,NA,19.25599,-99.09975,"BARRIO XALTOCAN","XOCHIMILCO","CDMX","Terreno con 863m2 uso de suelo mixto, muy bien ubicado en zona turística, gran flujo peatonal, cerca de bancos, plazas, escuelas, comercios y parques.","https://tecnocasa.mx/detalle-inmueble.php?v=36902","Venta"
"533",533,"T-DF0104-0357"," REFINERIA COMALCALCO, COYOACAN","Casa en Venta",4850000,"MXN",160,160,2,1,19.3373753420771,-99.1355183159332,"EDUCACION","COYOACAN","CDMX","EN VENTA, HERMOSA CASA RECIEN REMODELADA, EN UNA EXCELENTE UBICACIÓN. CONSTA DE UNA PLANTA:

SALA-COMEDOR, COCINA INTEGRAL, BAÑO COMPLETO, 2 RECAMARAS Y UN ESTACIONAMIENTO.","https://tecnocasa.mx/detalle-inmueble.php?v=39840","Venta"
"534",534,"T-DF0125-0193"," PERIFERICO SUR, COYOACAN","Departamento en Venta",4830000,"MXN",106,106,2,2,19.303647690767,-99.1771512103691,"PEDREGAL DE CARRASCO","COYOACAN","CDMX","DEPARTAMENTO BE GRAND EN VENTA 106M2, 2 RECAMARAS, PRINCIPAL CON VESTIDOR Y BAÑO COMPLETO, LA SEGUNDA CON CLOSET ,ESTANCIA SALA COMEDOR, 2 BAÑOS EN TOTAL, COCINA EQUIPADA, ÁREA DE LAVADO INTEGRADA AL DEPARTAMENTO , 2 ESTACIONAMIENTOS , TODAS LAS AMENIDADES QUE TIENE  BE GRAND.","https://tecnocasa.mx/detalle-inmueble.php?v=35166","Venta"
"535",535,"T-DF0007-0286"," GANADEROS, IZTAPALAPA","Casa en Venta",4800000,"MXN",380,380,4,4,19.3494650157702,-99.1083509576718,"LOS CIPRESES","IZTAPALAPA","CDMX","Casa en esquina de 190M2T y 380M2C, consta de 4 habitaciones con closets, sala, comedor, cocina integral, area de lavado, 2 estacionamientos, 4 baños completos, adicional cuenta con un departamento, que consta de 2 habitaciones, sala, comedor y baño completo.","https://tecnocasa.mx/detalle-inmueble.php?v=39974","Venta"
"536",536,"T-DF0112-0359"," MAR MEDITERRANEO, MIGUEL HIDALGO","LOCAL COMERCIAL",4800000,"MXN",150,150,NA,1,19.45995,-99.1867,"TACUBA","MIGUEL HIDALGO","CDMX","Oficinas en venta de 6 privados, 3 baños completos, 2 1/2 baños, espacio de estacionamiento hasta para 5 coches o local comercia de 114, tiene cámaras de vigilancia. a 2 cuadras de Av. cuitlahuac.","https://tecnocasa.mx/detalle-inmueble.php?v=38473","Venta"
"537",537,"T-DF0011-0410"," BAJA CALIFORNIA, CUAUHTEMOC","Departamento en Venta",4800000,"MXN",80,80,2,2,19.40626,-99.16277,"ROMA SUR","CUAUHTEMOC","CDMX","Departamento seminuevo en venta de 80m, recamara principal c/baño completo y vestidor, recamara secundaria c/closet y balcón, segundo baño completo para visitas y recamara secundaria, sala comedor, cocina equipada c/barra desayunadora y pequeña terraza, cto de lavado y 2 cajones de estacionamiento","https://tecnocasa.mx/detalle-inmueble.php?v=39243","Venta"
"538",538,"T-DF0112-0389"," MAR MEDITERRANEO, MIGUEL HIDALGO","LOCAL COMERCIAL",4800000,"MXN",176,176,NA,1,19.45995,-99.1867,"TACUBA","MIGUEL HIDALGO","CDMX","Local en venta de 176 m2, con 7 cortinas y completamente amplio, frente a gasolinera en Mar Mediterráneo y paralela a Calz. México Tacuba.","https://tecnocasa.mx/detalle-inmueble.php?v=41036","Venta"
"539",539,"T-DF0034-0047"," BALCON, ALVARO OBREGON","Casa en Venta",4800000,"MXN",300,300,2,2,19.3431786708247,-99.2267726208268,"TETELPAN","ALVARO OBREGON","CDMX","Terreno con construcción en venta, potencial de comercio e inversión con uso de suelo H3, con 3 locales comerciales, contrucción para vivienda habitacional y espacio de jardín con más de 7 estacionamientos libres, vialidades principales cerca de la propiedad. Excelente oportunidad de inversion","https://tecnocasa.mx/detalle-inmueble.php?v=31338","Venta"
"540",540,"T-DF0006-0539"," MONROVIA, BENITO JUAREZ","CASA EN CONDOMINIO",4800000,"MXN",165,165,3,2,19.36248,-99.15036,"PORTALES SUR","BENITO JUAREZ","CDMX","CASA EN CONDOMINIO, 3 RECAMARAS, UNA CON VESTIDOR, 2 BAÑOS COMPLETOS, 1/2 BAÑO, SALA COMEDOR, COCINA, 2 LUGARES DE ESTACIONAMIENTO, AREA DE LAVADO INTEGRADO A LA CASA ","https://tecnocasa.mx/detalle-inmueble.php?v=39848","Venta"
"541",541,"T-DF0039-0040"," ALTATA, CUAUHTEMOC","OFICINA",4800000,"MXN",100,100,NA,1,19.40498,-99.17331,"HIPODROMO CONDESA","CUAUHTEMOC","CDMX","EXCELENTE OFICINA EN VENTA CON 100M CON 1 BAÑO, 2 ESTACIONAMIENTOS , ELEVADOR, VIGILANCIA LAS 24 HORAS.","https://tecnocasa.mx/detalle-inmueble.php?v=37353","Venta"
"542",542,"T-DF0082-0373"," TEPEPAN, TLALPAN","Departamento en Venta",4800000,"MXN",159,159,3,3,19.29544,-99.15732,"TORIELLO GUERRA","TLALPAN","CDMX","DEPARTAMENTO EN VENTA, UBICADO EN SEGUNDO NIVEL CON ELEVADOR, CONSTA DE 159 M2, 3 RECAMARAS CON CLOSET, 3 BAÑOS COMPLETOS, LA RECAMARA PRINCIPAL CUENTA CON SU BAÑO, SALA, COMEDOR, COCINA INTEGRAL, CUARTO DE LAVADO, CUARTO DE SERVICIO INTEGRADO, JAULA DE TENDIDO EN LA AZOTEA Y 1 CAJÓN DE ESTACIONAMIENTO. ","https://tecnocasa.mx/detalle-inmueble.php?v=40184","Venta"
"543",543,"T-DF0041-0114"," UNION, LA MAGDALENA CONTRERAS","Casa en Venta",4780000,"MXN",356,356,4,2,19.31737,-99.24598,"BARROS SIERRA","LA MAGDALENA CONTRERAS","CDMX","CASA EN VENTA!! 

CUENTA CON 4 RECAMARAS, 2 BAÑOS COMPLETOS, COCINA INTEGRAL, ESTANCIA DE SALA COMEDOR, ESTUDIO, CUARTO DE LAVADO, TERRAZA Y 3 LUGARES DE ESTACIONAMIENTO.

SE UBICA EN LA ZONA SUR DE LA CDMX, A UNA CUADRA DE AV. LUIS CABRERA Y A 5 MIN DE LA SUPERVÍA Y AV. SAN BERNABÉ.","https://tecnocasa.mx/detalle-inmueble.php?v=39245","Venta"
"544",544,"T-DF0072-0440"," ORIZABA, CUAUHTEMOC","Departamento en Venta",4770000,"MXN",120,120,3,2,19.4240324499066,-99.1554848331352,"ROMA NORTE","CUAUHTEMOC","CDMX","Departamento de posición exterior, de 123m2, en primer nivel, cuenta con 3 recámaras con closet cada una, 2 baños completos, terraza interior, cocina integral, cuarto de lavado y jaula de tendido. Casi con esquina a la Ave Álvaro Obregón, a dos cuadras de la Plaza Luis Cabrera, rodeado de establecimientos como restaurantes, escuelas, tiendas de conveniencia, hoteles, escuelas y hospitales. En una de las zonas con más plusvalía de la CDMX.","https://tecnocasa.mx/detalle-inmueble.php?v=34397","Venta"
"545",545,"T-DF0034-0104"," AV TOLUCA, ALVARO OBREGON","Departamento en Venta",4760000,"MXN",156,156,2,2,19.33971,-99.21581,"OLIVAR DE LOS PADRES","ALVARO OBREGON","CDMX","PH en Álvaro Obregón con roof privado y comunitario, con espacio para fiestas y asadas, gimnasio, zona de bar, espacios de estar; PH con 2 habitaciones, habitación principal con WLAK-IN closet, baño completo y terraza, en total 2 baños completos, chimenea, área de sala y comedor, 2 estacionamientos","https://tecnocasa.mx/detalle-inmueble.php?v=37974","Venta"
"546",546,"T-DF0022-0314"," RECREO, BENITO JUAREZ","Departamento en Venta",4750000,"MXN",127,127,3,2,19.37237,-99.17724,"ACTIPAN","BENITO JUAREZ","CDMX","Depto. CON PRECIO A TRATAR de 127 m2 de 3 recamaras, 2 baños completos, elevador, cuarto de servicio, cuarto de lavado, bodega y 2 cajones de estacionamiento. A una cuadra de Liverpool Insurgentes, Galerías Insurgentes y Félix Cuevas. ","https://tecnocasa.mx/detalle-inmueble.php?v=40012","Venta"
"547",547,"T-DF0119-0211"," AGIABAMPO, VENUSTIANO CARRANZA","Casa en Venta",4750000,"MXN",250,250,3,3,19.41184,-99.11456,"JARDIN BALBUENA","VENUSTIANO CARRANZA","CDMX","CASA EN ESQUINA DE FCO. DEL PASO Y TRONCOSO 1-.Consta de estancia sala comedor, cocina Integral, área de lavado, 2 recámaras c/closet, 2 baños completos, lugar de estacionamiento.

2-.Consta de estancia sala comedor, cocina integral, área de lavado, 1 recámara c/closet, 1 baño completo.","https://tecnocasa.mx/detalle-inmueble.php?v=40909","Venta"
"548",548,"T-DF0157-0006"," MANUEL VILLALONGIN, CUAUHTEMOC","Departamento en Venta",4720000,"MXN",88,88,2,2,19.43287,-99.16358,"CUAUHTEMOC","CUAUHTEMOC","CDMX","Departamento exterior de 88m2, 2 recamaras, 2 baños, cocina integral, cuarto de lavado, ubicado en primer piso con un lugar de estacionamiento","https://tecnocasa.mx/detalle-inmueble.php?v=41075","Venta"
"549",549,"T-DF0155-0008"," AZTECAS, COYOACAN","Departamento en Venta",4700000,"MXN",73,73,3,2,19.3306149481747,-99.1539862362092,"PUEBLO DE LOS REYES","COYOACAN","CDMX","DEPARTAMENTO NUEVO DE LUJO, 3 HABITACIONES, SALA-COMEDO, COCINA, A. DE LAVADO, 2 BAÑOS, BALCÓN Y TERRAZA, 2 ESTACIONAMIENTOS FIJOS, ROOF GARDEN PRIVADO, GYM COMÚN, ROOF GARDEN COMÚN, ÁREA DE JUEGOS NIÑOS Y LUDOTECA, VIGILANCIA LAS 24 HRS, CCTV. ","https://tecnocasa.mx/detalle-inmueble.php?v=41570","Venta"
"550",550,"T-DF0003-0411"," DR. JOSE MARIA VERTIZ, BENITO JUAREZ","Departamento en Venta",4700000,"MXN",130,130,2,1,19.38292,-99.15242,"VERTIZ NARVARTE","BENITO JUAREZ","CDMX","Pent house en venta de 130 m2, 2 recámaras con closet, 1 baño, 2 cajones de estacionamiento fijos, sala-comedor, cocina integral, área de lavado, roof garden privado con acceso interior. Fácil acceso sobre Dr. Jose Maria Vertiz, entre Eje 5 Eugenia y San Borja.  Cerca de metro Eugenia.","https://tecnocasa.mx/detalle-inmueble.php?v=41375","Venta"
"551",551,"T-DF0114-0324"," GABRIEL MANCERA, BENITO JUAREZ","Departamento en Venta",4700000,"MXN",205,205,4,2,19.39682,-99.1616,"DEL VALLE NORTE","BENITO JUAREZ","CDMX","Departamento en venta: 205m2, 4 recamaras con closet, 2 baños completos, cocina equipada con espacio para antecomedor, sala, comedor, área de lavado integrado al departamento, patio, bodega.","https://tecnocasa.mx/detalle-inmueble.php?v=40399","Venta"
"552",552,"T-DF0008-0442"," COYOACAN, BENITO JUAREZ","Departamento en Venta",4700000,"MXN",102,102,2,2,19.38755,-99.167,"DEL VALLE CENTRO","BENITO JUAREZ","CDMX","Hermoso departamento en Colonia del valle.

Disfruta de vivir en una de las colonias con mayor plusvalía de la CDMX, en un excelente departamento de 102 m2.

Cuenta con área de sala, comedor, cocina integral, dos habitaciones con baño completo, la principal con vestidor, un medio baño para visitas, área de lavado integrada al departamento y terraza. Además cuenta con dos lugares de estacionamiento, amplia bodega, elevador, CCTV y vigilancia las 24 horas. ","https://tecnocasa.mx/detalle-inmueble.php?v=37860","Venta"
"553",553,"T-DF0078-0392"," SUR 75-A, IZTACALCO","Casa en Venta",4699000,"MXN",200,200,3,2,19.40187,-99.12735,"VIADUCTO PIEDAD","IZTACALCO","CDMX","casa de 2 niveles con 128 m2 superficie, con 200 m2 de construcción, con 3 recamaras, sala, comedor, cocina integral, area de entretenimiento, bodega area de lavado , 1 cajon de estacionamiento y patio, cerca de av. principales como viaducto, la viga, Andrés Molina y plutarco elias calles.  ","https://tecnocasa.mx/detalle-inmueble.php?v=39835","Venta"
"554",554,"T-DF0015-0259"," 7MA ORIENTE, TLALPAN","Casa en Venta",4690000,"MXN",200,200,3,3,19.30067,-99.17033,"ISIDRO FABELA","TLALPAN","CDMX","Propiedad de 250m2 de terreno y 200m2 de construcción, cuenta con 3 recamaras, sala, cocina, comedor, 2 1/2 baños, cuarto de lavado y área de tendido, 3 lugares de estacionamiento, y una oficina con 2 estancias y 1 baño completo. Ubicada a 100 mts. de Av. Periferico y a 5 min. de zona de hospitales.","https://tecnocasa.mx/detalle-inmueble.php?v=40957","Venta"
"555",555,"T-DF0016-0394"," PROL. UXMAL, BENITO JUAREZ","Departamento en Venta",4675000,"MXN",173,173,3,3,19.3627076231203,-99.1600045446854,"GENERAL PEDRO MARIA ANAYA","BENITO JUAREZ","CDMX","Departamento en 1er Nivel con balcón, consta de 3 recámaras con closet, 2 baños completos, estancia comedor muy amplia, family room, cocina integral con antecomedor, cuarto de servicio con baño completo, 2 estacionamientos fijos que no se estorban, bodega, vigilancia 24 hrs. y elevador.","https://tecnocasa.mx/detalle-inmueble.php?v=39796","Venta"
"556",556,"T-DF0064-0049"," RIO PANUCO, CUAUHTEMOC","Departamento en Venta",4650000,"MXN",70,70,2,1,19.42907,-99.17076,"CUAUHTEMOC","CUAUHTEMOC","CDMX","Excelente Departamento en venta, exterior, 70 m2, 2 recamaras, cocina integral, sala comedor, 1 1/2 baños, área de lavado, elevador, vigilancia 24/7, 1 estacionamiento con opcion a dos, a dos cuadras de Reforma, Av. principales, parques, bancos, escuelas, comercios, etc.","https://tecnocasa.mx/detalle-inmueble.php?v=40218","Venta"
"557",557,"T-DF0094-0339"," TORTUGA, TLALPAN","Casa en Venta",4650000,"MXN",180,180,4,3,19.27289,-99.14455,"VALLE DE TEPEPAN","TLALPAN","CDMX","CASA CON MUCHA ILUMINACION, CUENTA CON 4 RECAMARAS, SALA, COMEDOR, COCINA, AREA DE LAVADO, 2 BAÑOS COMPLETOS, MEDIO BAÑO DE VISITAS, PATIO, TERRAZA, 4 ESTACIONAMIENTOS, ZONA MUY TRANQUILA.","https://tecnocasa.mx/detalle-inmueble.php?v=42142","Venta"
"558",558,"T-DF0114-0317"," ENRIQUE REBSAMEN, BENITO JUAREZ","Departamento en Venta",4650000,"MXN",119,119,2,3,19.40259,-99.15856,"PIEDAD NARVARTE","BENITO JUAREZ","CDMX","Departamento exterior en venta: 119m2, 2 recamaras con closet, 3 baños completos el principal con vapor, sala-comedor, cocina integral abierta con barra desayunadora, cuatro de lavado, elevador directo al departamento, un departamento por piso, 2 lugares de estacionamiento y cuarto de servicio.","https://tecnocasa.mx/detalle-inmueble.php?v=39350","Venta"
"559",559,"T-DF0077-0519"," EUGENIA (DEL VALLE), BENITO JUAREZ","Departamento en Venta",4650000,"MXN",105,105,2,2,19.38858,-99.17247,"DEL VALLE CENTRO","BENITO JUAREZ","CDMX","Departamento con buenos espacios y excelente ubicación, cuenta con 2 recamaras cada una de ellas con vestidor y baño propio, medio baño de visitas, estancia sala comedor bien iluminados y cocina abierta, área de lavado y 2 estacionamientos, edificio con amenidades a solo 1 cuadra de insurgentes. ","https://tecnocasa.mx/detalle-inmueble.php?v=40156","Venta"
"560",560,"T-DF0074-0058"," AV. GRAN CANAL DEL DESAGÜE, VENUSTIANO CARRANZA","Casa en Venta",4600000,"MXN",240,240,6,3,19.44995,-99.1024,"ROMERO RUBIO","VENUSTIANO CARRANZA","CDMX","CASA DE 188M2 DE TERRENO Y 240M2 DE CONSTRUCCION CONSTA DE 6 RECAMARAS, 1 ESTUDIO, 3 BAÑOS COMPLETOS, SALA, COMEDOR, ZOTEHUELA, 2 LUGARES DE ESTACIONAMIENTO, 2 CISTERNAS Y PATIO TRASERO.","https://tecnocasa.mx/detalle-inmueble.php?v=41985","Venta"
"561",561,"T-DF0120-0419"," CANCUN, TLALPAN","Casa en Venta",4600000,"MXN",150,150,2,2,19.28125,-99.21966,"HEROES DE PADIERNA","TLALPAN","CDMX",NA,"https://tecnocasa.mx/detalle-inmueble.php?v=42001","Venta"
"562",562,"T-DF0047-0433"," CALLE N, COYOACAN","Casa en Venta",4600000,"MXN",220,220,3,3,19.31265,-99.11927,"ALIANZA POPULAR REVOLUCIONARIA","COYOACAN","CDMX","Casa en venta 120 m2T y 220 m2C, cuenta con 3 recamaras con clóset, sala, comedor, cocina integral, estudio, 2 baños completos, 1/2 baño de servicio, cuarto de lavado, 2 estacionamientos, portón eléctrico, sistema de seguridad, pisos laminados, y porcelanato. ","https://tecnocasa.mx/detalle-inmueble.php?v=36702","Venta"
"563",563,"T-DF0146-0032"," LAGO WETTER, MIGUEL HIDALGO","Terreno en Venta",4600000,"MXN",150,150,NA,NA,19.4461047163502,-99.1936313164394,"MODELO PENSIL","MIGUEL HIDALGO","CDMX","Terreno en Venta de 200 m2,  10 metros de frente, 20 metros de fondo, uso de suelo H3/30/M, cerca del metro Rio San Joaquín. ","https://tecnocasa.mx/detalle-inmueble.php?v=41122","Venta"
"564",564,"T-DF0015-0233"," 10MA ORIENTE, TLALPAN","Casa en Venta",4600000,"MXN",300,300,4,3,19.30146,-99.16867,"ISIDRO FABELA","TLALPAN","CDMX","Casa de 2 niveles de 250m2T y 300m2C, cuenta con 4 recamaras, 3 1/2 baños, sala, comedor, cocina integral, estudio, area de lavado y tendido, bodega, jardin trasero, terraza techada, 2 estacionamientos, ademas de una oficina de 2 niveles con acceso independiente. A 50 mts. de periferico sur. ","https://tecnocasa.mx/detalle-inmueble.php?v=39391","Venta"
"565",565,"T-DF0027-0471"," ZACAHUITZCO, BENITO JUAREZ","Departamento en Venta",4600000,"MXN",80,80,3,2,19.37575,-99.13897,"DEL CARMEN","BENITO JUAREZ","CDMX","Departamento en venta, tres recamaras con closet, sala comedor, cocina integral, dos baños completos, terraza, tres lugares de estacionamiento, bodega y Roof Garden privado con medio baño



Amenidades del edificio: vigilancia 24/7, Elevador.

 

Avenidas principales: (eje 6, Plutarco Elías calles, Eje 5, Andrés molina Enríquez, Tlalpan).



Servicios: bancos, escuelas, centro comercial, metro, club Mallorca, tiendas.","https://tecnocasa.mx/detalle-inmueble.php?v=39399","Venta"
"566",566,"T-DF0027-0466"," VALDIVIA, BENITO JUAREZ","Departamento en Venta",4600000,"MXN",122,122,3,2,19.37417,-99.13674,"DEL CARMEN","BENITO JUAREZ","CDMX","Departamento en venta, tres recamaras con closet, sala comedor, cocina integral, dos baños completos, terraza, zotehuela, lugar de estacionamiento.

Amenidades del edificio: vigilancia. 

Avenidas principales (eje 6, Plutarco Elías calles, Eje 5, Andrés molina Enríquez, Tlalpan).

Servicios: bancos, escuelas, centro comercial, metro, club Mallorca, tiendas.","https://tecnocasa.mx/detalle-inmueble.php?v=39146","Venta"
"567",567,"T-DF0073-0243"," SAN LUIS POTOSI, CUAUHTEMOC","Departamento en Venta",4600000,"MXN",97,97,2,2,19.41437,-99.158,"ROMA NORTE","CUAUHTEMOC","CDMX","Departamento de 2 recámaras con clóset, principal con baño completo, estancia sala comedor, cocina integral, barra desayunadora, área de lavado integrada al departamento, 2 baños completos, 2 estacionamientos fijos, elevador y vigilancia 24 hrs.","https://tecnocasa.mx/detalle-inmueble.php?v=39922","Venta"
"568",568,"T-DF0098-0323"," CALLEJON ESFUERZO, COYOACAN","Casa en Venta",4580000,"MXN",341,341,4,3,19.31935269553,-99.1441088653915,"PUEBLO DE SANTA URSULA COAPA","COYOACAN","CDMX","Casa con 2 locales y un departamento

Casa con 3 recamaras,2 baños completos, medio baño, cocina integral, cuarto de lavado, estudio, sala, comedor, bodega y 2 lugares para estacionamiento.

Departamento con 2 recamaras, cocina integral, baño completo.

2 locales, con medio baño cada uno.","https://tecnocasa.mx/detalle-inmueble.php?v=34785","Venta"
"569",569,"T-DF0118-0274"," CARLOS DAVID ANDERSON, IZTAPALAPA","Casa en Venta",4550000,"MXN",183,183,3,2,19.33469,-99.10531,"LOMAS ESTRELLA","IZTAPALAPA","CDMX","CASA EN FRACCIONAMIENTO PRIVADO, DE 120 M2 DE TERRENO, 200 M2 DE CONSTRUCCION, ANTIGUEDAD DE 4 AÑOS, 3 RECAMARAS CON CLOSET COMPLETO, 2 BAÑOS COMPLETOS Y 1/2  NUEVOS,  PATIO TRASERO, ROOF GARDEN, JARDIN PRIVADO, 2 LUGARES DE ESTACIONAMIENTO TECHADO, SEGURIDAD 24 HORAS, PORTONES ELECTRICOS","https://tecnocasa.mx/detalle-inmueble.php?v=39694","Venta"
"570",570,"T-DF0078-0370"," SUR 77, IZTACALCO","Casa en Venta",4520000,"MXN",250,250,4,2,19.4022,-99.12694,"VIADUCTO PIEDAD","IZTACALCO","CDMX","Casa en venta de 152 m2, con aproximadamente 250 m2 construcción, 4 recamaras. hold, estancia de sala, antecomedor y comedor, cocina integral, cuarto de servicio, cuarto de lavado, un cajon de estacionamiento, ubicado a 10 min Aeropuerto,  esquina con el Viaducto, buenas vías de comunicación, más información al 5583039824.","https://tecnocasa.mx/detalle-inmueble.php?v=38117","Venta"
"571",571,"T-DF0115-0265"," CANAL OTENCO, XOCHIMILCO","Casa en Venta",4500000,"MXN",290,290,3,3,19.280051658673,-99.1156320065152,"BARRIO 18","XOCHIMILCO","CDMX","Casa sola con la siguiente distribución:

3 recamaras, la principal cuenta con vestidor y baño completo, las otras 2 comparten un baño completo, espacio para sala, comedor, cocina, estudio y un baño completo en planta baja, cuarto de servicio con baño completo y estacionamiento para 4 autos.","https://tecnocasa.mx/detalle-inmueble.php?v=38656","Venta"
"572",572,"T-DF0034-0129"," LOS ANGELES, ALVARO OBREGON","Casa en Venta",4500000,"MXN",140,140,6,3,19.34131,-99.21378,"OLIVAR DE LOS PADRES","ALVARO OBREGON","CDMX","Perfecta oportunidad de inversión en Alcaldía Álvaro Obregón, muy cerca de periférico sur, altura Televisa San Angel, Av. Toluca, casa en 3 niveles con 5 cuartos amplios, 3 habitaciones, 2 lugares de estacionamiento, 1 estudio, cocina con desayunador, potencial para inversión en roof garden privado.","https://tecnocasa.mx/detalle-inmueble.php?v=41217","Venta"
"573",573,"T-DF0097-0433"," MIRAVALLE, BENITO JUAREZ","Casa en Venta",4500000,"MXN",180,180,4,4,19.36299,-99.14011,"PORTALES ORIENTE","BENITO JUAREZ","CDMX","CASA EN VENTA DE 4 RECAMARAS, SALA COMEDOR, COCINA INTEGRAL, AREA DE LAVADO, 4 BAÑOS COMPLETOS Y 1/2 BAÑO Y 2 ESTACIONAMIENTOS ","https://tecnocasa.mx/detalle-inmueble.php?v=38408","Venta"
"574",574,"T-DF0068-0064"," SANTA CECILIA, XOCHIMILCO","EDIFICIO",4500000,"MXN",600,600,12,8,19.23065,-99.09734,"NATIVITAS","XOCHIMILCO","CDMX","Casa con 8 departamentos, cada departamento cuenta con 2 habitaciones, cocina, sala, comedor, baño y al centro de la propiedad cuenta con un jardín amplio, cuenta con una cisterna de 16 mil litros de capacidad. se encuentra cerca de escuelas y a 25 min del deportivo Xochimilco. ","https://tecnocasa.mx/detalle-inmueble.php?v=39954","Venta"
"575",575,"T-DF0129-0244"," JOSE ALGARA, CUAUHTEMOC","Casa en Venta",4500000,"MXN",300,300,6,5,19.4115,-99.12986,"PAULINO NAVARRO","CUAUHTEMOC","CDMX","Casa en venta, 6 recamaras amplias, 5 baños completos, sala, comdor, estancia, cocina integral, área de labado, patio, terraza, bodega, estudio, vestidor, 1 cajon de estacionamiento.","https://tecnocasa.mx/detalle-inmueble.php?v=41253","Venta"
