"","X","id_offer","adress","type","price","currency","surface_grnd","surface_good","nb_room","nb_bathroom","lat","lng","colonia","municipio","estado","desc_good","url_good","mode"
"1015",1015,"T-DF0030-0549"," LABORISTAS, IZTAPALAPA","Departamento en Venta",2390000,"MXN",105,105,2,1,19.3763,-99.13152,"SAN ANDRES TETEPILCO","IZTAPALAPA","CDMX","DEPARTAMENTO EN VENTA  EN PLANTA BAJA CON VIGILANCIA 24 HRS CUENTA CON 2 RECAMARAS, 1 BAÑO COMPLETO, SALA, COMEDOR, COCINA, DESAYUNADOR, AREA DE LAVADO, PATIO TRASERO Y 1 LUGAR DE ESTACIONAMIENTO ","https://tecnocasa.mx/detalle-inmueble.php?v=41512","Venta"
"1016",1016,"T-DF0091-0326"," IGNACIO CHAVEZ, TLALPAN","CASA EN CONDOMINIO",2390000,"MXN",150,150,3,1,19.30008,-99.11579,"GRANJAS COAPA","TLALPAN","CDMX","CASA CONDOMINIO DE 2 NIVELES,3 RECAMARAS, SALA, COMEDOR,CUENTA CON  SALA DE TV, 1 BAÑO COMPLETO Y 2 1/2 BAÑOS, COCINA INTEGRAL, ÁREA DE LAVADO.","https://tecnocasa.mx/detalle-inmueble.php?v=37758","Venta"
"1017",1017,"T-DF0054-0429"," CERRADA DE CLAUDIO ARCINIEGA, BENITO JUAREZ","Departamento en Venta",2390000,"MXN",56,56,1,1,19.36837,-99.18914,"MIXCOAC","BENITO JUAREZ","CDMX","Departamento loft semi nuevo, cuenta con 1 recamara con closet, 1 baño completo, estancia sala - comedor, cocina integral, área de lavado integrada,1 lugar de estacionamiento fijo, elevador y seguridad las 24 horas. a una calle de avenida revolución, cerca de plaza manacar y portal san ángel ","https://tecnocasa.mx/detalle-inmueble.php?v=40630","Venta"
"1018",1018,"T-DF0038-0322"," AVENIDA RIO CHURUBUSCO, COYOACAN","Departamento en Venta",2390000,"MXN",96,96,2,2,19.3564,-99.13897,"CAMPESTRE CHURUBUSCO","COYOACAN","CDMX","Departamento en excelente ubicación,  consta de estancia, sala, comedor y con excelente iluminación y ventilación, 2 recamaras, 2 baños completos y área de lavado integrada al inmueble , amplia cocina equipada, excelente ubicación, con múltiples areas verdes ","https://tecnocasa.mx/detalle-inmueble.php?v=39112","Venta"
"1019",1019,"T-DF0066-0477"," ROJO GOMEZ, IZTACALCO","Casa en Venta",2380000,"MXN",145,145,3,1,19.4043,-99.07071,"AGRICOLA ORIENTAL","IZTACALCO","CDMX","Casa para remodelar en venta. 

Consta de 151 m2 de terreno y 145 m2 de construcción.

Cuenta con 3 recámaras, sala. comedor, cocina integral, baño completo, área de lavado y tendido.

Ubicada en calle cerrada a espaldas del Metro Agrícola Oriental y a un costado de Av. Rojo Gómez.","https://tecnocasa.mx/detalle-inmueble.php?v=42024","Venta"
"1020",1020,"T-DF0041-0052"," PALMA DATILERA, LA MAGDALENA CONTRERAS","Departamento en Venta",2380000,"MXN",90,90,2,2,19.3106750063552,-99.2498328749965,"EL TORO","LA MAGDALENA CONTRERAS","CDMX","DEPARTAMENTOS EN VENTA  EN MAGDALENA CONTRERAS



DEPTO SENCILLO (con un cajón de estacionamiento sin bodega ni roof garden): $ 2,380,000.00



CUENTAN CON 2 HABITACIONES, 2 BAÑOS COMPLETOS, SALA-ESTANCIA, COMEDOR.



A 10 MINUTOS DE SUPERVÍA PONIENTE Y A 15 MINUTOS DE PERIFÉRICO SUR.



CERCANO A COMERCIO, SERVICIOS, ESCUELAS Y HOSPITALES.



¡AGENDA TU CITA!","https://tecnocasa.mx/detalle-inmueble.php?v=33966","Venta"
"1021",1021,"T-DF0100-0328"," LEONARDO DA VINCI, BENITO JUAREZ","Departamento en Venta",2375000,"MXN",63,63,2,1,19.38062,-99.19033,"SANTA MARIA NONOALCO","BENITO JUAREZ","CDMX","DEPARTAMENTO EN VENTA , CONSTA DE:

SALA-COMEDOR, COCINA EQUIPADA, 2 RECAMARAS CON CLOSET,  1 BAÑO COMPLETO , AREA DE LAVADO Y  1 CAJON DE ESTACIONAMIENTO.","https://tecnocasa.mx/detalle-inmueble.php?v=38786","Venta"
"1022",1022,"T-DF0015-0229"," 1RA CDA VICENTE GUERRERO, TLALPAN","Departamento en Venta",2370000,"MXN",75,75,2,1,19.29745,-99.16889,"AMPLIACION ISIDRO FABELA","TLALPAN","CDMX","DEPARTAMENTO NUEVO EN PRIMER NIVEL DE 75M2, CUENTA CON 2 RECAMARAS, 1 BAÑO COMPLETO, COCINA INTEGRAL, SALA, COMEDOR, CUARTO DE LAVADO, JAULA DE TENDIDO Y 1 ESTACIONAMIENTO FIJO ","https://tecnocasa.mx/detalle-inmueble.php?v=39297","Venta"
"1023",1023,"T-DF0005-0212"," GENOVA, CUAUHTEMOC","PENT HOUSE",2350000,"MXN",42,42,1,1,19.42523,-99.16352,"JUAREZ","CUAUHTEMOC","CDMX","Loft con 1 recamara 1 baño y balcón con excelente vista con cercanía a reforma y metrobus.","https://tecnocasa.mx/detalle-inmueble.php?v=42052","Venta"
"1024",1024,"T-DF0064-0058"," RIO PAPALOAPAN, CUAUHTEMOC","Departamento en Venta",2350000,"MXN",42,42,1,1,19.42921,-99.166,"CUAUHTEMOC","CUAUHTEMOC","CDMX","Excelente departamento en Venta, 42 m2 aprox. estancia sala comedor de buen tamaño, 1 baño completo, 1 lugar de estacionamiento, a una cuadra de Reforma, aún lado de la embajada Americana, centros comerciales, bancos, escuelas, Bosque de Chapultepec. ","https://tecnocasa.mx/detalle-inmueble.php?v=41824","Venta"
"1025",1025,"T-DF0071-0700"," AVELLANAS, XOCHIMILCO","Casa en Venta",2350000,"MXN",95,95,3,2,19.25661,-99.12714,"SANTA CRUZ XOCHITEPEC","XOCHIMILCO","CDMX","Casa recién remodelada. Consta de estancia de sala comedor amplia, cocina integral, medio baño de visitas, 3 habitaciones, 2 de ellas con closet hechos a mano, la habitación principal cuenta con vestidor y una zona de descanso, 2 baños completos, azotea amplia, y cuarto de lavado y tendido. La propiedad cuenta con CCTV, persianas black out, bien iluminada y ventilada, con buenos acabados. En zona con buen acceso, calle con transito local, cerca de vialidades principales, comercios, escuelas nivel bachillerato, a 5 minutos de la noria","https://tecnocasa.mx/detalle-inmueble.php?v=41837","Venta"
"1026",1026,"T-DF0002-0184"," VISTA HERMOSA, IZTAPALAPA","Casa en Venta",2350000,"MXN",283,283,5,2,19.3376039352507,-99.0813891499577,"ESCUADRON 201","IZTAPALAPA","CDMX","CASA DE 120 M2T Y 283 M2C EN PB: ESTANCIA, SALA, COMEDOR, COCINA, ESTUDIO, 1\2 BAÑO, 2 LUGARES DE ESTACIONAMIENTO, 1° PISO: HALL, 3 RECAMARAS CON CLOSET LA PRINCIPAL CON VESTIDOR. Y BAÑO COMPLETO, BALCON, 2°  PISO: DEPTO CON COMEDOR, COCINA INTEGRAL,2 RECARAS, BAÑO COMPLETO, AREA DE LAVADO","https://tecnocasa.mx/detalle-inmueble.php?v=35966","Venta"
"1027",1027,"T-DF0125-0239"," AV. DEL IMAN, COYOACAN","Departamento en Venta",2350000,"MXN",60,60,2,1,19.3083,-99.17846,"PEDREGAL DE CARRASCO","COYOACAN","CDMX","DEPARTAMENTO EN VENTA ,CUENTA CON 2 RECAMARAS 1 BAÑO COMPLETO, SALA COMEDOR, COCINA INTEGRAL, CAJON DE ESTACIONAMIENTO, JAULA DE TENDIDO, VIGILACIA LAS 24 HORAS , ÁREA DE ESTACIONAMIENTO PARA VISITAS , CERCA DE AVENIDAS PRINCIPALES COMO...PERIFERICO,INSURGENTES Y AV DEL IMAN.","https://tecnocasa.mx/detalle-inmueble.php?v=41700","Venta"
"1028",1028,"T-DF0015-0242"," 7MA ORIENTE, TLALPAN","Departamento en Venta",2325000,"MXN",85,85,3,1,19.29946,-99.17033,"ISIDRO FABELA","TLALPAN","CDMX","Departamento de 85m2 en 3er nivel, cuenta con 3 recamaras, sala, cocina integral, comedor, zotehuela, 1 baño completo, adicional cuenta con un roof garden privado de 58m2 aprox. con 1/2 baño y una bodega. A 150 metros de Av. Periferico. ","https://tecnocasa.mx/detalle-inmueble.php?v=39920","Venta"
"1029",1029,"T-DF0118-0271"," HERMANOS WRIGHT, IZTAPALAPA","Terreno en Venta",2300000,"MXN",209,209,NA,NA,19.33006,-99.10216,"SANTA MARIA TOMATLAN","IZTAPALAPA","CDMX","TERRENO DE 209 METROS CUADRADOS Y UNA PEQUEÑA CONSTRUCCION. ","https://tecnocasa.mx/detalle-inmueble.php?v=38701","Venta"
"1030",1030,"T-DF0144-0008"," DR. NAVARRO, CUAUHTEMOC","Departamento en Venta",2300000,"MXN",60,60,2,1,19.41683,-99.14797,"DOCTORES","CUAUHTEMOC","CDMX","Departamento en venta, consta de sala-comedor, cocina integral, un estudio o tercera recamara, dos recamaras con closet, baño completo, un lugar de estacionamiento y roof garden privado con asador. El condominio cuenta con GYM, salon de usos multiples y juegos para niños con vigilancia privada. ","https://tecnocasa.mx/detalle-inmueble.php?v=39477","Venta"
"1031",1031,"T-DF0001-0439"," JOSE MARIA VERTIZ, BENITO JUAREZ","Departamento en Venta",2300000,"MXN",86,86,2,1,19.39156,-99.1518,"NARVARTE ORIENTE","BENITO JUAREZ","CDMX","DEPARTAMENTO DE 86M2 QUE CUENTA CON 2 RECÁMARAS BASTANTE AMPLIAS CON CLOSET, UNA SALA-COMEDOR CON VISTA AL BALCÓN MUY BIEN ILUMINADO Y CON UNA EXCEPCIONAL VISTA, TAMBIEN CUENTA CON UNA COCINA AMUEBLADA Y UN BAÑO COMPLETO AMPLIO, EN LA PARTE DE ARRIBA CUENTA CON UN CUARTO DE SERVICIO DE 3X2 M2 Y JAULA DE TENDIDO.","https://tecnocasa.mx/detalle-inmueble.php?v=41530","Venta"
"1032",1032,"T-DF0058-0333"," MORELOS, COYOACAN","Departamento en Venta",2300000,"MXN",62,62,2,1,19.32751,-99.13815,"EMILIANO ZAPATA","COYOACAN","CDMX","Departamento en 1er piso, 62m2, 2 habitaciones con closet, sala-comedor, cocina integral, àrea de lavado-tendido, baño completo y 1 lugar de estacionamiento techado con portón eléctrico.","https://tecnocasa.mx/detalle-inmueble.php?v=41795","Venta"
"1033",1033,"T-DF0019-0062"," CONGRESO, TLALPAN","Departamento en Venta",2300000,"MXN",78,78,3,1,19.28043,-99.16807,"LA JOYA","TLALPAN","CDMX","Departamento en venta de 78 m2, ubicado en 4to nivel sin elevador, 3 recámaras con closet, 1 baño completo, sala comedor, cocina integral, área de lavado integrado, jaula de tendido en la azotea, 1 lugar de estacionamiento fijo y techado. ","https://tecnocasa.mx/detalle-inmueble.php?v=37710","Venta"
"1034",1034,"T-DF0064-0045"," RIO PAPALOAPAN, CUAUHTEMOC","Departamento en Venta",2300000,"MXN",49,49,1,1,19.42921,-99.166,"CUAUHTEMOC","CUAUHTEMOC","CDMX","Excelente departamento en Venta 49 m2 aprox. muy iluminado, estancia sala comedor amplia, 1 recamara de buen tamaño, 1 baño completo, a una  cuadra de reforma, centros comerciales, bancos, escuelas, a unos metros de la embajada Americana.","https://tecnocasa.mx/detalle-inmueble.php?v=40016","Venta"
"1035",1035,"T-DF0047-0476"," CALLE E, COYOACAN","CASA DUPLEX",2300000,"MXN",90,90,3,2,19.31201,-99.12242,"ALIANZA POPULAR REVOLUCIONARIA","COYOACAN","CDMX","Casa dúplex en venta de 100 m2c, ubicada en 1er nivel; distribuida en 2 niveles, en 1er nivel, cuenta con sala, comedor, cocina, área de lavado y tendido y 1 baño, en 2do nivel, cuenta con 3 recamaras con closet y 1 baño, cuenta con 1 lugar de estacionamiento fijo y estacionamiento para visitas.","https://tecnocasa.mx/detalle-inmueble.php?v=42112","Venta"
"1036",1036,"T-DF0030-0558"," LABORISTAS, IZTAPALAPA","Departamento en Venta",2300000,"MXN",85,85,3,2,19.3763,-99.13152,"SAN ANDRES TETEPILCO","IZTAPALAPA","CDMX","DEPARTAMENTO EN VENTA CUENTA CON 3 RECAMARAS, 1 BAÑO COMPLETO, SALA,COMEDOR, COCINA, AREA DE LAVADO Y 1 LUGAR DE ESTACIONAMIENTO, VIGILANCIA 24 HRS ","https://tecnocasa.mx/detalle-inmueble.php?v=42126","Venta"
"1037",1037,"T-DF0109-0044"," RAFAEL HELIODORO VALLE, VENUSTIANO CARRANZA","Departamento en Venta",2300000,"MXN",80,80,2,1,19.41495,-99.12256,"JARDIN BALBUENA","VENUSTIANO CARRANZA","CDMX","Departamento que consta de 2 recamaras, espacio de sala y comedor, cocina integral, 1  baño, área de lavado y 1 lugar de estacionamiento.","https://tecnocasa.mx/detalle-inmueble.php?v=39096","Venta"
"1038",1038,"T-DF0144-0019"," SIMON BOLIVAR, CUAUHTEMOC","Departamento en Venta",2300000,"MXN",73,73,2,1,19.41783,-99.14079,"OBRERA","CUAUHTEMOC","CDMX","Departamento en venta, consta de 73 metros distribuidos en sala-comedor, medio baño para visitas, cocina integral, área de lavado, dos recamaras, baño completo y un lugar de estacionamiento. El inmueble se encuentra en primero piso, cercano a vialidades como Calz. de Tlalpan y Lazaro Cardenas.","https://tecnocasa.mx/detalle-inmueble.php?v=41930","Venta"
"1039",1039,"T-DF0009-0429"," CALETA, BENITO JUAREZ","Departamento en Venta",2290000,"MXN",NA,NA,NA,NA,NA,NA,NA,NA,"CDMX","Departamento en venta, interior, segundo nivel, 65m2, 2 recámaras con clóset, sala comedor, cocina integral, baño completo, área de lavado integrada, bodega, jaula de tendido.

Ventilación natural en las habitaciones, baño y cocina.

Excelente ubicación, a 10 minutos de Parque Delta.","https://tecnocasa.mx/detalle-inmueble.php?v=41998","Venta"
"1040",1040,"T-DF0086-0456"," LAGO CHAPALA, MIGUEL HIDALGO","Departamento en Venta",2290000,"MXN",50,50,2,1,19.44732,-99.17474,"ANAHUAC I SECCION","MIGUEL HIDALGO","CDMX","Departamento en venta: consta de 2 recámaras, 1 baño completo, sala-comedor, cocina integral, área de lavado, estacionamiento. 



El desarrollo cuenta con amenidades, tales como: alberca, gimnasio, cine, salón de eventos, canchas de futbol rápido y basquetbol, área de juegos para niños, biblioteca, jardín.

 

Vialidades cercanas: Marina Nacional, Mariano Escobedo y Circuito Interior. A 5 minutos de Parques Plaza Nuevo Polanco. Próximo a los corredores financieros de Anzures, Reforma y Polanco.

 

","https://tecnocasa.mx/detalle-inmueble.php?v=41262","Venta"
"1041",1041,"T-DF0002-0194"," SUR 113 A, IZTAPALAPA","Departamento en Venta",2280000,"MXN",0,0,2,1,19.36443,-99.11455,"SECTOR POPULAR","IZTAPALAPA","CDMX","Departamento de 64m, interior, con dos recamaras, estancia, sala comedor, cocina integral, cuarto de lavado, roof garden comunitario y un espacio de estacionamiento. cerca de Rio Churubusco, eje 3, Ermita y la viga, escuelas, plazas, super-mercados, bancos, medios de transporte.","https://tecnocasa.mx/detalle-inmueble.php?v=36780","Venta"
"1042",1042,"T-DF0040-0292"," NEVADO, BENITO JUAREZ","Departamento en Venta",2280000,"MXN",52,52,1,1,19.3594836521945,-99.1463546638386,"PORTALES SUR","BENITO JUAREZ","CDMX","Departamento en preventa, ubicado en planta baja. Cuenta con 51.89 m2, consta de 1 recámara con closet, 1 baño completo, sala comedor, cocina equipada, área de lavado integrado, 1 lugar de estacionamiento . Cuenta también una bodega y un patio interior de 7.35 m2.","https://tecnocasa.mx/detalle-inmueble.php?v=22496","Venta"
"1043",1043,"T-DF0064-0044"," MANUEL VILLALONGIN, CUAUHTEMOC","Departamento en Venta",2280000,"MXN",60,60,2,1,19.43467,-99.17012,"CUAUHTEMOC","CUAUHTEMOC","CDMX","Excelente departamento en Venta, bastante iluminado, 60 m2 aprox, 2 recamaras, 1 baño completo de buen tamaño, cocina integral, sala comedor, cuenta con cuarto de servicio. Av, principales, escuelas, bancos, Plaza Galerías. parques.","https://tecnocasa.mx/detalle-inmueble.php?v=39928","Venta"
"1044",1044,"T-DF0067-0866"," CDA SAN ISIDRO CAMARA, IZTAPALAPA","Casa en Venta",2260000,"MXN",150,150,4,2,19.35632,-99.07626,"EL RETOÑO","IZTAPALAPA","CDMX","Casa a remodelar de 150 M2 de terreno, consta de: 4 habitaciones, 2 baños y medio,  4 lugares de estacionamiento. Vías de acceso  Av. Ermita Iztapalapa y Av Gavilán. A 10 minutos del metro UAM ","https://tecnocasa.mx/detalle-inmueble.php?v=39958","Venta"
"1045",1045,"T-DF0078-0393"," ANDRES MOLINA ENRIQUEZ, CUAUHTEMOC","Departamento en Venta",2250000,"MXN",65,65,3,1,19.40555,-99.12856,"ASTURIAS","CUAUHTEMOC","CDMX","Departamento de 65m2, tiene 3 recamaras, cuenta con 1 baño completo, estancia de sala, comedor, cocina integral remodelada, área de lavado, pisos y cocina nueva, además tiene un cajón de estacionamiento, cuenta con una bodega, vigilancia 24 hrs, CCTV, a 5 minutos de metro viaducto. ","https://tecnocasa.mx/detalle-inmueble.php?v=39859","Venta"
"1046",1046,"T-DF0082-0377"," SAN JUAN DE DIOS, TLALPAN","Terreno en Venta",2250000,"MXN",70,70,NA,NA,19.29547,-99.1477,"SAN LORENZO HUIPULCO","TLALPAN","CDMX","TERRENO EN VENTA, CONSTA DE128 M2 DE TERRENO Y 70 M2 DE CONSTRUCCIÓN, CON 5.5 METROS DE FRENTE, 23 METROS DE FONDO CON USO DE SUELO MIXTO, 3 NIVELES PERMITIDOS Y 40% DE ÁREA LIBRE.","https://tecnocasa.mx/detalle-inmueble.php?v=41932","Venta"
"1047",1047,"T-DF0072-0403"," GUANAJUATO, CUAUHTEMOC","Departamento en Venta",2250000,"MXN",53,53,2,1,19.4178754173304,-99.1547981876274,"ROMA NORTE","CUAUHTEMOC","CDMX","Departamento interior de 53m2, en planta baja, conta de 2 recámaras, estancia para sala y comedor, un baño completo, área común de lavado en la azotea del edificio. Un excelente proyecto tanto de inversión como de remodelación.  A unas calles del Jardín Pushkin y la Plaza Luis Cabrera, a dos calles de Av. Alvaro Obregón y Queretaro, a unos pasos de Cuauhtémoc.","https://tecnocasa.mx/detalle-inmueble.php?v=31209","Venta"
"1048",1048,"T-DF0084-0402"," TOLTECAS, ALVARO OBREGON","Departamento en Venta",2235775,"MXN",65,65,3,2,19.387034,-99.1937404,"CAROLA","ALVARO OBREGON","CDMX","Departamento en venta con 65m2 de construcción, 3 recámaras, 2 baños completos, sala-comedor, cocina integral, área de lavado integrada, vigilancia las 24 horas con CCTV y estacionamiento fijo.



A M E N I D A D E S

Canchas deportivas, área de juegos para niños, pista de jogging, plaza comercial y estacionamiento para visitas.","https://tecnocasa.mx/detalle-inmueble.php?v=41914","Venta"
"1049",1049,"T-DF0110-0389"," CALLE 4, COYOACAN","Departamento en Venta",2235000,"MXN",85,85,2,1,19.3190847392047,-99.1374290780838,"ESPARTACO","COYOACAN","CDMX","2 Recámaras muy amplias cada una con clóset, sala comedor, balcón, cocina integral, boiler, instalación para lavadora, un baño completo con ventilación natural, un lugar de estacionamiento techado, jaula de tendido y área de lavado en la azotea. Excelente iluminación natural, 2do piso.



Excelente ubicación a unos pasos de la estación REGISTRO FEDERAL del tren Ligero, a unos pasos de avenidas principales como Tlalpan y División del norte, también Miramontes, súper mercados, centros comerciales, hospitales, deportivo, mercado, escuelas","https://tecnocasa.mx/detalle-inmueble.php?v=40585","Venta"
"1050",1050,"T-DF0047-0475"," CALLE U, COYOACAN","CASA DUPLEX",2200000,"MXN",104,104,3,2,19.31573,-99.11627,"ALIANZA POPULAR REVOLUCIONARIA","COYOACAN","CDMX","Casa triplex en venta de 104 m2c, ubicada en 1er nivel, consta de 2 niveles, cuenta con 3 recamaras con closet, sala, comedor, cocina, área de lavado y tendido, 1 estudio, 2 baños completos, 1 estacionamiento escriturado.","https://tecnocasa.mx/detalle-inmueble.php?v=41987","Venta"
"1051",1051,"T-DF0112-0387"," PONIENTE 54, AZCAPOTZALCO","Departamento en Venta",2200000,"MXN",65,65,2,1,19.46287,-99.17337,"OBRERO POPULAR","AZCAPOTZALCO","CDMX","Departamento con dos recamaras, sala-comedor, cocina integral, area de lavado, estacionamiento, vigilancia 24 horas, a un costado de Eje 3 Norte Camarones y cerca de avenida Cuitlahuac.

","https://tecnocasa.mx/detalle-inmueble.php?v=40973","Venta"
"1052",1052,"T-DF0067-0823"," 2DA CDA DE SAN JUAN, IZTAPALAPA","Casa en Venta",2200000,"MXN",300,300,4,3,19.37078,-99.12541,"EL RETOÑO","IZTAPALAPA","CDMX","CASA DE 145MTS CUENTA CON  SALA, COMEDOR, COCINA INTEGRAL ,3 HABITACIONES CADA UNA CON BAÑO COMPLETO, CUARTO DE SERVICIO , ESTUDIO, CUARTO DE LAVADO , Y DOS LUGARS DE ESTACIONAMIENTO.","https://tecnocasa.mx/detalle-inmueble.php?v=37136","Venta"
"1053",1053,"T-DF0111-0393"," CANDELILLA, TLALPAN","Departamento en Venta",2200000,"MXN",0,0,3,1,19.29675,-99.1194,"RINCONADA LAS HADAS","TLALPAN","CDMX","Departamento exterior, con bastante iluminación natural, remodelado en segundo nivel con mucha iluminación que consta de un espacio de sala y comedor, cocina integral, balcón, 3 recamaras y un baño completo","https://tecnocasa.mx/detalle-inmueble.php?v=41258","Venta"
"1054",1054,"T-DF0129-0254"," ALBINO GARCIA, CUAUHTEMOC","Departamento en Venta",2200000,"MXN",72,72,2,1,19.4091,-99.13176,"VISTA ALEGRE","CUAUHTEMOC","CDMX","DEPARTAMENTO 72M2 APROXIMADAMENTE, 2 RECÁMARAS, COCINA INTEGRAL, BALCÓN, SALA-COMEDOR, 1 BAÑO COMPLETO, ÁREA DE LAVADO.","https://tecnocasa.mx/detalle-inmueble.php?v=42036","Venta"
"1055",1055,"T-DF0116-0325"," FORESTAL, TLALPAN","Casa en Venta",2200000,"MXN",120,120,2,2,19.2910345734899,-99.1465024127667,"SAN LORENZO HUIPULCO","TLALPAN","CDMX","2 Departamentos de una habitación c/u, con un baño completo cada una, sala, comedor, cocina, area de tendido un cuarto de servicio en azotea","https://tecnocasa.mx/detalle-inmueble.php?v=41275","Venta"
"1056",1056,"T-DF0036-0552"," CALLLE CERRADA DE REVOLUCION, BENITO JUAREZ","Departamento en Venta",2200000,"MXN",60,60,2,1,19.39267,-99.18543,"SAN PEDRO DE LOS PINOS","BENITO JUAREZ","CDMX","Departamento en venta. Exterior  de 60m² aprox. ubicado en un 5° nivel. Cuenta con  2 recamaras 1 baño completo, sala, comedor, área de lavado, balcón y 1 lugar de estacionamiento","https://tecnocasa.mx/detalle-inmueble.php?v=39765","Venta"
"1057",1057,"T-DF0024-0112"," FERROCARRIL HIDALGO, GUSTAVO A. MADERO","Departamento en Venta",2200000,"MXN",67,67,2,1,19.468958300364,-99.1155161525451,"INDUSTRIAL","GUSTAVO A. MADERO","CDMX","Depto, en 5to Nivel, de 67m2 aprox. distribuido en 2 habitaciones con closet, 1 1/2 baños, sala-comedor, cocina integral, área de lavado dentro del inmueble, 2 estacionamientos, en el edificio cuentan con vigilancia las 24hrs con cámaras de seguridad. Amenidades: área infantil, asadores, cancha de Fut-Rapido, mesas de billar, mesas de Pin Pon, salón de fiestas, gimnasio, pista de atletismo, biblioteca (en proceso). Enfrente de la Plaza Tepeyac, Suburbia, Sam´s club, Chedraui, Wing stop, Smart fit, bancos.Principales vías: Av. Henry Ford, Ferrocarril Hidalgo, Calz. de Guadalupe, H. Congreso de la Unión. Calz. Misterios.","https://tecnocasa.mx/detalle-inmueble.php?v=31870","Venta"
"1058",1058,"T-DF0120-0411"," CARLOS LAZO, TLALPAN","Departamento en Venta",2200000,"MXN",110,110,3,2,19.28673,-99.20374,"MIGUEL HIDALGO 3A SECCION","TLALPAN","CDMX","Departamento en planta baja en venta, 2 habitaciones con opción a una tercera, sala comedor, cocina integral, estudio, cuarto de lavado, 2 baños completos, uno de ellos dentro de la habitación principal, terraza y un cajón de estacionamiento","https://tecnocasa.mx/detalle-inmueble.php?v=41345","Venta"
"1059",1059,"T-DF0091-0333"," CALZADA DEL HUESO, TLALPAN","LOCAL COMERCIAL",2200000,"MXN",46,46,NA,NA,19.29992,-99.11113,"GRANJAS COAPA","TLALPAN","CDMX","VENTA DE LOCAL COMERCIAL DE 46m² CON UN BAÑO Y ESTACIONAMIENTO AMPLIO","https://tecnocasa.mx/detalle-inmueble.php?v=39595","Venta"
"1060",1060,"T-DF0057-0470"," CRONISTAS, IZTACALCO","Casa en Venta",2200000,"MXN",130,130,3,2,19.38823,-99.11399,"CAMPAMENTO 2 DE OCTUBRE","IZTACALCO","CDMX","CASA 3 RECAMARAS, 2 1/2 BAÑOS, SALA-COMEDOR, COCINA INTEGRAL, AREA DE LAVADO, CUARTO DE SERVICIO Y 2 ESTACIONAMIENTOS","https://tecnocasa.mx/detalle-inmueble.php?v=40620","Venta"
"1061",1061,"T-DF0117-0342"," AV FUENTES BROTANTES, TLALPAN","Departamento en Venta",2200000,"MXN",66,66,2,2,19.2843043817154,-99.1841443602304,"MIGUEL HIDALGO","TLALPAN","CDMX","Excelente departamento en venta de 66.35 m² en Fuentes Brotantes, el departamento cuenta con 2 habitaciones, 2 baños, sala, comedor, cocina integral y cajón de estacionamiento, con una excelente vista, está en una zona de bajo riesgo sísmico el cual tiene todo lo necesario para vivir con comodidad","https://tecnocasa.mx/detalle-inmueble.php?v=39892","Venta"
"1062",1062,"T-DF0157-0001"," IGNACIO MARISCAL, CUAUHTEMOC","Departamento en Venta",2190000,"MXN",0,0,2,1,19.4374,-99.15196,"TABACALERA","CUAUHTEMOC","CDMX","DEPARTAMENTO EXTERIOR DE 80 M2, EN PRIMER PISO, DE 2 RECAMARAS, 1 BAÑO, SALA COMEDOR, COCINA Y ÁREA DE LAVADO. UBICADO FRENTE A JARDÍN TABACALERA Y A TRES CALLES DE MONUMENTO A LA REVOLUCIÓN.","https://tecnocasa.mx/detalle-inmueble.php?v=40761","Venta"
"1063",1063,"T-DF0100-0327"," MURILLO, BENITO JUAREZ","Departamento en Venta",2190000,"MXN",55,55,2,1,19.37959,-99.18931,"SANTA MARIA NONOALCO","BENITO JUAREZ","CDMX","DEPARTAMENTO DE 55 M2, EXTERIOR, 2 RECAMARAS C/CLOSET, 1 BAÑO COMPLETO, SALA-COMEDOR, COCINA EQUIPADA Y AREA DE LAVADO.3ER NIVEL.","https://tecnocasa.mx/detalle-inmueble.php?v=38777","Venta"
