"","id_offer","adress","type","price","currency","surface_grnd","surface_good","nb_room","nb_bathroom","lat","lng","colonia","municipio","estado","desc_good","lien","mode"
"4676","AL0PM4V9","Rómulo O´Farril","Casa en Venta",7700000,"$",546,284,4,4,19.3436122,-99.2051778,"Lomas De San Angel Inn","Alvaro Obregon","Distrito Federal","AL0PM4V9",NA,"Venta"
"4677","VA00L4V001XQ","La Loma","Casa en Venta",6800000,"$",470,145,3,4,19.3431564,-99.2069209,"Lomas De San Angel Inn","Alvaro Obregon","Distrito Federal","VA00L4V001XQ",NA,"Venta"
"4678","IN0JP4V003DW","ROMULO O´FARRIL","Casa en Venta",7950000,"$",546,248,4,5.5,19.3436122,-99.2051778,"Lomas De San Angel Inn","Alvaro Obregon","Distrito Federal","IN0JP4V003DW",NA,"Venta"
"4679","US0014V027W5","Calle de la Loma","Casa en Venta",3900000,"$",158,203,3,2,19.3431934,-99.2071435,"Lomas De San Angel Inn","Alvaro Obregon","Distrito Federal","US0014V027W5",NA,"Venta"
"4680","CA0CA8V000GG","Don Manuelito","Departamento en Venta",680000,"$",66,NA,2,1,19.33861621,-99.21434261,"Olivar De Los Padres","Alvaro Obregon","Distrito Federal","CA0CA8V000GG",NA,"Venta"
"4681","US0018V023FR","CD. VICTORIA","Departamento en Venta",1900000,"$",92,NA,2,2,19.3418738,-99.2080173,"Olivar De Los Padres","Alvaro Obregon","Distrito Federal","US0018V023FR",NA,"Venta"
"4682","VI0R48V002G5","CERRADA VICTORIA","Departamento en Venta",2100000,"$",96,NA,2,2,19.3450508,-99.2058279,"Lomas De San Angel Inn","Alvaro Obregon","Distrito Federal","VI0R48V002G5",NA,"Venta"
"4683","EF0038V000FQ","Av. Toluca","Departamento en Venta",3500000,"$",125,NA,3,3,19.34039402,-99.21149399,"Olivar De Los Padres","Alvaro Obregon","Distrito Federal","EF0038V000FQ",NA,"Venta"
"4684","CE0194V004O8","Arteaga","Casa en Venta",12950000,"$",700,248,8,4,19.34154456,-99.19415279,"Tizapán","Alvaro Obregon","Distrito Federal","CE0194V004O8",NA,"Venta"
"4685","CA0CO4V000JS","Árbol 1","Casa en Venta",13495000,"$",670,NA,3,0,0,0,"San Angel","Alvaro Obregon","Distrito Federal","CA0CO4V000JS",NA,"Venta"
"4686","CI00L4V003CN","Frontera","Casa en Venta",8500000,"$",385,262,5,4.5,19.3420765,-99.19463,"San Angel","Alvaro Obregon","Distrito Federal","CI00L4V003CN",NA,"Venta"
"4687","AS00I4V001AA","VALENTIN GOMEZ FARIAS","Casa en Venta",6350000,"$",280,155,5,3,19.3452729,-99.19861213,"San Angel","Alvaro Obregon","Distrito Federal","AS00I4V001AA",NA,"Venta"
"4688","PU00Q4V002NE","ARBOL","Casa en Venta",1.3e+07,"$",525,500,4,3.5,19.34395184,-99.19530228,"San Angel","Alvaro Obregon","Distrito Federal","PU00Q4V002NE",NA,"Venta"
"4689","MA0MP4V00008","Frontera","Casa en Venta",4500000,"U$S",2200,1200,5,4,19.341888,-99.1958968,"Altavista","Alvaro Obregon","Distrito Federal","MA0MP4V00008",NA,"Venta"
"4690","CE0194V004YR","Arteaga","Casa en Venta",6600000,"$",200,280,3,2,19.34150407,-99.19385238,"Tizapán","Alvaro Obregon","Distrito Federal","CE0194V004YR",NA,"Venta"
"4691","CR0NO4V001VI","HIDALGO","Casa en Venta",16200000,"$",480,260,3,3.5,19.342494,-99.197946,"San Angel","Alvaro Obregon","Distrito Federal","CR0NO4V001VI",NA,"Venta"
"4692","EF0034V000P9","Callejon de San Antonio","Casa en Venta",1990000,"U$S",700,1100,3,4.5,19.3446452,-99.19811271,"San Angel","Alvaro Obregon","Distrito Federal","EF0034V000P9",NA,"Venta"
"4693","VI0HQ4V0000W","Callejón San Antonio","Casa en Venta",2200000,"U$S",725,1102,3,3.5,19.34445655,-99.19838494,"San Angel","Alvaro Obregon","Distrito Federal","VI0HQ4V0000W",NA,"Venta"
"4694","EF0034V000B8","Hidalgo","Casa en Venta",11950000,"$",300,350,4,4,19.3798076,-99.2302426,"Tlacopac","Alvaro Obregon","Distrito Federal","EF0034V000B8",NA,"Venta"
"4695","US0014V024CQ","Hidalgo","Casa en Venta",1.2e+07,"$",300,365,4,5,0,0,"Tlacopac","Alvaro Obregon","Distrito Federal","US0014V024CQ",NA,"Venta"
"4696","OR0014V002MZ","LEANDRO VALLE","Casa en Venta",2.6e+07,"$",618,1033,4,4,19.3461376,-99.1980218,"San Angel Inn","Alvaro Obregon","Distrito Federal","OR0014V002MZ",NA,"Venta"
"4697","CE00G4V003GQ","Frontera","Casa en Venta",8500000,"$",190,336.4,2,2.5,19.341943,-99.1954045,"San Angel","Alvaro Obregon","Distrito Federal","CE00G4V003GQ",NA,"Venta"
"4698","SC00I4V000N7","Frontera","Casa en Venta",4500000,"U$S",1209,2221,4,4.5,19.3420765,-99.19463,"San Angel","Alvaro Obregon","Distrito Federal","SC00I4V000N7",NA,"Venta"
"4699","CR0NO14V001R7","HIDALGO","Casa en Venta",2650000,"U$S",714,652,3,4.5,19.342494,-99.197946,"San Angel","Alvaro Obregon","Distrito Federal","CR0NO14V001R7",NA,"Venta"
"4700","IN0JP8V003VF","HIDALGO","Departamento en Venta",2500000,"$",96,NA,3,2,19.3417284,-99.1994111,"Progreso Tizapan","Alvaro Obregon","Distrito Federal","IN0JP8V003VF",NA,"Venta"
"4701","SP00B4V001FS","CHIMALISTAC","Casa en Venta",8850000,"$",345,310,4,3.5,19.3474424,-99.1848288,"Chimalistac","Alvaro Obregon","Distrito Federal","SP00B4V001FS",NA,"Venta"
"4702","CA0F34V000KF","CHIMALISTAC","Casa en Venta",1250000,"U$S",600,520,4,4.5,19.3474424,-99.1848288,"Chimalistac","Alvaro Obregon","Distrito Federal","CA0F34V000KF",NA,"Venta"
"4703","GR0L44V001P1","SAN ANGEL","Casa en Venta",1.1e+07,"$",400,440,3,3,19.3418214,-99.1897794,"San Angel","Alvaro Obregon","Distrito Federal","GR0L44V001P1",NA,"Venta"
"4704","CE0254V002I2","Monasterio","Casa en Venta",12900000,"$",398,557,4,4.5,19.3457552,-99.1894813,"San Angel","Alvaro Obregon","Distrito Federal","CE0254V002I2",NA,"Venta"
"4705","BI00Z4V001U1","Chimalistac","Casa en Venta",1.7e+07,"$",467,492,5,3.5,19.3474424,-99.1848288,"Chimalistac","Alvaro Obregon","Distrito Federal","BI00Z4V001U1",NA,"Venta"
"4706","KI0084V0000N","Francisco de la Maza","Casa en Venta",6e+06,"$",366,465,3,3.5,19.33672405,-99.21914636,"Olivar De Los Padres","Alvaro Obregon","Distrito Federal","KI0084V0000N",NA,"Venta"
"4707","MA0024V005U3","NABOR CARRILLO","Casa en Venta",11500000,"$",629,948,5,3.5,19.3356121,-99.2180273,"Olivar De Los Padres","Alvaro Obregon","Distrito Federal","MA0024V005U3",NA,"Venta"
"4708","HI0N44V001QK","Angel Maria Garibay","Casa en Venta",5490000,"$",260,150,3,2.5,19.3365985,-99.2199781,"Olivar De Los Padres","Alvaro Obregon","Distrito Federal","HI0N44V001QK",NA,"Venta"
"4709","SP00B14V001C4","ÁNGEL MARÍA GARIBAY","Casa en Venta",5500000,"$",265,183,3,2.5,19.3360417,-99.2198279,"Olivar De Los Padres","Alvaro Obregon","Distrito Federal","SP00B14V001C4",NA,"Venta"
"4710","VI0HQ14V000N5","Av. Toluca","Casa en Venta",4850000,"$",230,115,3,3.5,19.33877427,-99.21883251,"Olivar De Los Padres","Alvaro Obregon","Distrito Federal","VI0HQ14V000N5",NA,"Venta"
"4711","AL0PM14V0000O","María Garibay","Casa en Venta",7950000,"$",377,250,3,3.5,19.3360417,-99.2198279,"Olivar De Los Padres","Alvaro Obregon","Distrito Federal","AL0PM14V0000O",NA,"Venta"
"4712","CA0CO8V000C6","Jorge Gurria Lacroix","Departamento en Venta",4350000,"$",188,NA,2,2,19.3363938,-99.2181982,"Olivar De Los Padres","Alvaro Obregon","Distrito Federal","CA0CO8V000C6",NA,"Venta"
"4713","OP00J8V001V6","JORGE GURRIA LACROIX","Departamento en Venta",4350000,"$",188,NA,2,2,19.3363938,-99.2181982,"Olivar De Los Padres","Alvaro Obregon","Distrito Federal","OP00J8V001V6",NA,"Venta"
"4714","US0018V025CX","Romulo Ofarril","Departamento en Venta",2950000,"$",93,NA,3,2,19.3376703,-99.2117991,"Olivar De Los Padres","Alvaro Obregon","Distrito Federal","US0018V025CX",NA,"Venta"
"4715","US0018V026GH","Romulo O´Farril","Departamento en Venta",2475000,"$",78,NA,2,2,19.3376703,-99.2117991,"Olivar De Los Padres","Alvaro Obregon","Distrito Federal","US0018V026GH",NA,"Venta"
"4716","HA0084V001S1","Tamaulipas","Casa en Venta",3850000,"$",200,343,3,3,19.34053238,-99.20494097,"Progreso Tizapan","Alvaro Obregon","Distrito Federal","HA0084V001S1",NA,"Venta"
"4717","MA0N34V003FF","FRANCISCO BENITEZ","Casa en Venta",7600000,"$",315,217,3,4,19.3372433,-99.2096538,"Progreso Tizapan","Alvaro Obregon","Distrito Federal","MA0N34V003FF",NA,"Venta"
"4718","CA0CA14V000GQ","Francisco Benitez","Casa en Venta",2240000,"$",164,78,3,2.5,19.3372433,-99.2096538,"Olivar De Los Padres","Alvaro Obregon","Distrito Federal","CA0CA14V000GQ",NA,"Venta"
"4719","AN0YY14V001KF","FRANCISCO BENITEZ","Casa en Venta",3200000,"$",163,87,3,2.5,19.33794183,-99.20791573,"Progreso Tizapan","Alvaro Obregon","Distrito Federal","AN0YY14V001KF",NA,"Venta"
"4720","CA0CO14V000EI","Periferico Sur","Casa en Venta",5950000,"$",226,224,4,3,19.3366322,-99.206192,"Tlacopac","Alvaro Obregon","Distrito Federal","CA0CO14V000EI",NA,"Venta"
"4721","KA0N58V001MG","Francisco Benitez","Departamento en Venta",2400000,"$",105,NA,2,2,19.3379398,-99.2080973,"Progreso","La Magdalena Contreras","Distrito Federal","KA0N58V001MG",NA,"Venta"
"4722","TU0YN8V000Y6","TAMAULIPAS","Departamento en Venta",3160000,"$",138,NA,3,2,19.348864,-99.24073884,"Progreso Tizapan","Alvaro Obregon","Distrito Federal","TU0YN8V000Y6",NA,"Venta"
"4723","CO0UP8V001K6","QUERÉTARO","Departamento en Venta",2800000,"$",122,NA,3,2,19.33844215,-99.20669723,"Progreso Tizapan","Alvaro Obregon","Distrito Federal","CO0UP8V001K6",NA,"Venta"
"4724","MA0P18V001JK","Queretaro","Departamento en Venta",2950000,"$",124,NA,2,2,19.338423,-99.2064987,"San Jerónimo","La Magdalena Contreras","Distrito Federal","MA0P18V001JK",NA,"Venta"
"4725","US0018V025I8","Calle Jalapa","Departamento en Venta",1600000,"$",66,NA,2,2,19.3406568,-99.2062709,"Progreso Tizapan","Alvaro Obregon","Distrito Federal","US0018V025I8",NA,"Venta"
"4726","RE0F58V000NF","Jalapa","Departamento en Venta",1630000,"$",65,NA,2,2,19.34060077,-99.2059981,"Progreso Tizapan","Alvaro Obregon","Distrito Federal","RE0F58V000NF",NA,"Venta"
"4727","TU0YN8V000Y3","PRIVADA DE TAMAULIPAS","Departamento en Venta",3130000,"$",119,NA,2,2,19.33924267,-99.20662529,"Progreso Tizapan","Alvaro Obregon","Distrito Federal","TU0YN8V000Y3",NA,"Venta"
"4728","TU0YN8V000YF","PRIVADA TAMAULIPAS","Departamento en Venta",2160000,"$",81,NA,1,1.5,19.3812496,-99.2234481,"Progreso Tizapan","Alvaro Obregon","Distrito Federal","TU0YN8V000YF",NA,"Venta"
"4729","AD0088V002YE","(a)- FRANCISCO BENITEZ","Departamento en Venta",3800000,"$",142,NA,2,3,19.3379398,-99.2080973,"Progreso Tizapan","Alvaro Obregon","Distrito Federal","AD0088V002YE",NA,"Venta"
"4730","RE0HV8V002YY","FRANCISO I BENITEZ","Departamento en Venta",3915000,"$",142,NA,3,2,19.3372433,-99.2096538,"Tizapán","Alvaro Obregon","Distrito Federal","RE0HV8V002YY",NA,"Venta"
"4731","TU0YN8V000YE","TAMAULIPAS","Departamento en Venta",2070000,"$",75,NA,2,2,19.33920159,-99.20688989,"Progreso Tizapan","Alvaro Obregon","Distrito Federal","TU0YN8V000YE",NA,"Venta"
"4732","RE0HV8V002YW","FRANCISCO I BENITEZ","Departamento en Venta",3950000,"$",142,NA,2,2,19.3372561,-99.2096339,"Progreso Tizapan","Alvaro Obregon","Distrito Federal","RE0HV8V002YW",NA,"Venta"
"4733","MA0MB8V000NW","San Bernabe","Departamento en Venta",3152000,"$",112,NA,2,2,19.33656758,-99.20721403,"San Jerónimo Lídice","La Magdalena Contreras","Distrito Federal","MA0MB8V000NW",NA,"Venta"
"4734","QU00Y8V000YO","CANALITO","Departamento en Venta",1850000,"$",65,NA,2,1,19.33667933,-99.21121942,"Progreso San Angel","Alvaro Obregon","Distrito Federal","QU00Y8V000YO",NA,"Venta"
"4735","CO0MZ8V001XL","PERIFERICO SUR","Departamento en Venta",6603000,"$",230,NA,3,3.5,19.3386567,-99.2040013,"San Jerónimo Lídice","La Magdalena Contreras","Distrito Federal","CO0MZ8V001XL",NA,"Venta"
"4736","IN0JP8V003X5","PERIFERICO SUR","Departamento en Venta",5200000,"$",180,NA,3,2,19.3386567,-99.2040013,"San Jerónimo Lídice","La Magdalena Contreras","Distrito Federal","IN0JP8V003X5",NA,"Venta"
"4737","CO0MZ8V001XM","PERIFERICO SUR","Departamento en Venta",3902000,"$",133,NA,2,2.5,19.3386567,-99.2040013,"San Jerónimo Lídice","La Magdalena Contreras","Distrito Federal","CO0MZ8V001XM",NA,"Venta"
"4738","TE0YD8V001AM","Tamaulipas","Departamento en Venta",2160000,"$",70,NA,2,2,19.339809,-99.2055166,"Progreso Tizapan","Alvaro Obregon","Distrito Federal","TE0YD8V001AM",NA,"Venta"
"4739","CE0JO4V002HU","Reforma","Casa en Venta",4800000,"$",250,137,3,3.5,19.33502057,-99.20466304,"Progreso Tizapan","Alvaro Obregon","Distrito Federal","CE0JO4V002HU",NA,"Venta"
"4740","IL0034V001RB","DEGOLLADO","Casa en Venta",7800000,"$",300,400,3,2.5,19.33545472,-99.20493719,"Tizapán","Alvaro Obregon","Distrito Federal","IL0034V001RB",NA,"Venta"
"4741","UN00Q4V000NT","Popotla","Casa en Venta",1.3e+07,"$",500,576,3,3.5,19.3326922,-99.2086409,"Progreso Tizapan","Alvaro Obregon","Distrito Federal","UN00Q4V000NT",NA,"Venta"
"4742","MA0024V006RG","REFORMA","Casa en Venta",2900000,"U$S",1300,1000,4,5.5,0,0,"San Angel","Alvaro Obregon","Distrito Federal","MA0024V006RG",NA,"Venta"
"4743","EN00G14V002QT","Reforma","Casa en Venta",4800000,"$",250,137,3,3.5,19.33494146,-99.20465453,"Tizapán","Alvaro Obregon","Distrito Federal","EN00G14V002QT",NA,"Venta"
"4744","CA0F314V000KC","REFORMA","Casa en Venta",6750000,"$",281,138,3,3.5,19.3343643,-99.2059138,"Tizapán","Alvaro Obregon","Distrito Federal","CA0F314V000KC",NA,"Venta"
"4745","OP00J14V001V9","AV. SAN JERONIMO","Casa en Venta",6800000,"$",280,250,3,2.5,19.33310432,-99.20349768,"La Otra Banda","Alvaro Obregon","Distrito Federal","OP00J14V001V9",NA,"Venta"
"4746","RE0HV14V002J5","MORELOS","Casa en Venta",6250000,"$",235,191,3,4.5,19.3341091,-99.2052525,"San Angel","Alvaro Obregon","Distrito Federal","RE0HV14V002J5",NA,"Venta"
"4747","CO0LE14V001C6","Reforma","Casa en Venta",1.2e+07,"$",300,270,4,3.5,19.3343643,-99.2059138,"San Angel","Alvaro Obregon","Distrito Federal","CO0LE14V001C6",NA,"Venta"
"4748","AR01B8V001S8","Ofelia","Departamento en Venta",4950000,"$",282,NA,2,2.5,19.3339104,-99.2079192,"Tizapán","Alvaro Obregon","Distrito Federal","AR01B8V001S8",NA,"Venta"
"4749","ME00E8V002QV","AURELIANO RIVERA","Departamento en Venta",5200000,"$",191,NA,1,2.5,19.336242,-99.2051477,"Tizapán","Alvaro Obregon","Distrito Federal","ME00E8V002QV",NA,"Venta"
"4750","RE0KW8V001FX","JUAREZ","Departamento en Venta",3600000,"$",118,NA,2,2,19.336458,-99.2032572,"Tizapán","Alvaro Obregon","Distrito Federal","RE0KW8V001FX",NA,"Venta"
"4751","CO0M58V001BR","Juárez","Departamento en Venta",4490000,"$",130,NA,3,3,19.33690344,-99.20186245,"Tizapán","Alvaro Obregon","Distrito Federal","CO0M58V001BR",NA,"Venta"
"4752","HA0Y28V001SE","JUAREZ","Departamento en Venta",4490000,"$",130,NA,3,3,19.336458,-99.2032572,"Tizapán","Alvaro Obregon","Distrito Federal","HA0Y28V001SE",NA,"Venta"
"4753","AL0HV8V001KX","Privada Ofelia","Departamento en Venta",1830000,"$",52,NA,2,1,19.3339104,-99.2079192,"San Jerónimo Aculco","Alvaro Obregon","Distrito Federal","AL0HV8V001KX",NA,"Venta"
"4754","MA0AX8V000NS","Aldama","Departamento en Venta",3300000,"$",92,NA,2,2,19.3363591,-99.202011,"Tizapán","Alvaro Obregon","Distrito Federal","MA0AX8V000NS",NA,"Venta"
"4755","US0018V028KM","Av. San Jeronimo","Departamento en Venta",10800000,"$",300,NA,3,3.5,19.3331649,-99.2034937,"Tizapán","Alvaro Obregon","Distrito Federal","US0018V028KM",NA,"Venta"
"4756","MA0N38V003E1","POPOTLA","Departamento en Venta",7590000,"$",208,NA,3,3.5,19.3331875,-99.2076846,"San Angel","Alvaro Obregon","Distrito Federal","MA0N38V003E1",NA,"Venta"
"4757","CA0CO8V000YD","Av. San Jerónimo","Departamento en Venta",5200000,"$",140,NA,1,1.5,19.3331649,-99.2034937,"Tizapán","Alvaro Obregon","Distrito Federal","CA0CO8V000YD",NA,"Venta"
"4758","RE0HV8V002YG","SAN JERONIMO","Departamento en Venta",5200000,"$",140,NA,1,1.5,19.3330875,-99.2035665,"Tizapán","Alvaro Obregon","Distrito Federal","RE0HV8V002YG",NA,"Venta"
"4759","MA0PN8R001J2","Av. San Jerónimo","Departamento en Venta",5500000,"$",140,NA,1,1.5,19.436192,-99.207358,"La Otra Banda","Alvaro Obregon","Distrito Federal","MA0PN8R001J2",NA,"Venta"
"4760","MA0108V003B5","AV. SAN JERÓNIMO","Departamento en Venta",4800000,"$",120,NA,1,1.5,19.3331649,-99.2034937,"Tizapán","Alvaro Obregon","Distrito Federal","MA0108V003B5",NA,"Venta"
"4761","CI00L8R003PA","Av. San Jerónimo","Departamento en Venta",9200000,"$",222,NA,2,2.5,19.3331649,-99.2034937,"Tizapán","Alvaro Obregon","Distrito Federal","CI00L8R003PA",NA,"Venta"
"4762","ME0GL8V003Q7","Av. San Jeronimo","Departamento en Venta",9200000,"$",222,NA,2,2.5,19.3331649,-99.2034937,"Tizapán","Alvaro Obregon","Distrito Federal","ME0GL8V003Q7",NA,"Venta"
"4763","ME00E8V002CG","SAN JERONIMO","Departamento en Venta",8300000,"$",200,NA,4,3,19.3326455,-99.2051217,"Jardines Del Pedregal","Alvaro Obregon","Distrito Federal","ME00E8V002CG",NA,"Venta"
"4764","IN02B8V002SH","Av. San Jerónimo","Departamento en Venta",8200000,"$",197,NA,2,2.5,19.3331649,-99.2034937,"Tizapán","Alvaro Obregon","Distrito Federal","IN02B8V002SH",NA,"Venta"
"4765","IN02B8V002BX","Av. San Jerónimo","Departamento en Venta",8300000,"$",195,NA,3,3,19.3326455,-99.2051217,"Jardines Del Pedregal","Alvaro Obregon","Distrito Federal","IN02B8V002BX",NA,"Venta"
"4766","ME0GL8V003PP","Av. San Jeronimo","Departamento en Venta",8300000,"$",195,NA,3,3,19.3326455,-99.2051217,"Jardines Del Pedregal","Alvaro Obregon","Distrito Federal","ME0GL8V003PP",NA,"Venta"
"4767","ME00E8V002CF","SAN JERONIMO","Departamento en Venta",8200000,"$",180,NA,3,3,19.3326455,-99.2051217,"Jardines Del Pedregal","Alvaro Obregon","Distrito Federal","ME00E8V002CF",NA,"Venta"
"4768","IS00U8V0000F","San Jerónimo","Departamento en Venta",8500000,"$",179,NA,2,3,19.3326455,-99.2051217,"Jardines Del Pedregal","Alvaro Obregon","Distrito Federal","IS00U8V0000F",NA,"Venta"
"4769","CE0194V004HP","Independencia","Casa en Venta",7400000,"$",181,489,3,2,19.33823038,-99.19957576,"Tizapán","Alvaro Obregon","Distrito Federal","CE0194V004HP",NA,"Venta"
"4770","CO0VI14V0000R","Altamirano","Casa en Venta",6e+06,"$",397,200,3,4,19.3415077,-99.1931571,"Loreto","Alvaro Obregon","Distrito Federal","CO0VI14V0000R",NA,"Venta"
"4771","CI00L14V002ZE","Pino","Casa en Venta",3650000,"$",230,99,3,2.5,19.3364768,-99.1939351,"San Jerónimo","La Magdalena Contreras","Distrito Federal","CI00L14V002ZE",NA,"Venta"
"4772","US00114V027V2","Altamirano","Casa en Venta",6e+06,"$",330.69,202,3,4,0,0,"Loreto","Alvaro Obregon","Distrito Federal","US00114V027V2",NA,"Venta"
"4773","CE01914V004HT","Ignacio Manuel Altamirano","Casa en Venta",5650000,"$",255,130,2,2.5,19.34027959,-99.19430444,"Loreto","Alvaro Obregon","Distrito Federal","CE01914V004HT",NA,"Venta"
"4774","CO0XP8V001KM","RIO MAGDALENA","Departamento en Venta",2250000,"$",123,NA,2,2,19.2464696,-99.1013498,"La Otra Banda","Alvaro Obregon","Distrito Federal","CO0XP8V001KM",NA,"Venta"
"4775","GR0MY8V001VM","Rio Magdalena","Departamento en Venta",2250000,"$",123,NA,3,2,19.2464696,-99.1013498,"La Otra Banda","Alvaro Obregon","Distrito Federal","GR0MY8V001VM",NA,"Venta"
"4776","IN04W8V001UW","Alpina","Departamento en Venta",1900000,"$",82,NA,2,2,19.2464696,-99.1013498,"Tizapán","Alvaro Obregon","Distrito Federal","IN04W8V001UW",NA,"Venta"
"4777","AG00R8V001PP","Rio Magdalena  Del Bosque Residencial","Departamento en Venta",9750000,"$",400,NA,3,3,19.311355,-99.2250359,"Tizapán","Alvaro Obregon","Distrito Federal","AG00R8V001PP",NA,"Venta"
"4778","SA0YS8V001ET","LA OTRA BANDA","Departamento en Venta",10500000,"$",395,NA,3,3.5,19.2464696,-99.1013498,"La Otra Banda","Alvaro Obregon","Distrito Federal","SA0YS8V001ET",NA,"Venta"
"4779","RE0OD8V002BK","Independencia","Departamento en Venta",2200000,"$",81,NA,2,2,19.3394702,-99.1980646,"San Angel","Alvaro Obregon","Distrito Federal","RE0OD8V002BK",NA,"Venta"
"4780","RE0OD8V002XJ","Independencia","Departamento en Venta",2200000,"$",81,NA,2,2,19.3391175,-99.1984842,"Tizapán","Alvaro Obregon","Distrito Federal","RE0OD8V002XJ",NA,"Venta"
"4781","RE0FG8V000YK","Rio Magdalena","Departamento en Venta",3550000,"$",117,NA,2,0,19.33736718,-99.19674967,"San Angel","Alvaro Obregon","Distrito Federal","RE0FG8V000YK",NA,"Venta"
"4782","CA0F38V000KQ","ALPINA","Departamento en Venta",3262050,"$",98,NA,3,2,19.33877921,-99.19792696,"Tizapán","Alvaro Obregon","Distrito Federal","CA0F38V000KQ",NA,"Venta"
"4783","IN0HD8V001EE","Presa","Departamento en Venta",2390000,"$",70,NA,2,2,19.3408461,-99.1951695,"Tizapán","Alvaro Obregon","Distrito Federal","IN0HD8V001EE",NA,"Venta"
"4784","MA0028V00BN2","RIO MAGDALENA","Departamento en Venta",4865000,"$",139,NA,1,2,19.33706032,-99.19750163,"La Otra Banda","Alvaro Obregon","Distrito Federal","MA0028V00BN2",NA,"Venta"
"4785","PI00Z8V001EQ","Rio Magdalena","Departamento en Venta",4865000,"$",139,NA,1,2,19.3368781,-99.19713685,"La Otra Banda","Alvaro Obregon","Distrito Federal","PI00Z8V001EQ",NA,"Venta"
"4786","EF0038V000X3","Av. Rio Magdalena","Departamento en Venta",9800000,"$",275,NA,3,3.5,19.33655414,-99.19881055,"La Otra Banda","Alvaro Obregon","Distrito Federal","EF0038V000X3",NA,"Venta"
"4787","PR0HG8R001CA","AV. RÍO MAGDALENA","Departamento en Venta",850000,"U$S",294,NA,3,3.5,19.33757114,-99.1945875,"La Otra Banda","Alvaro Obregon","Distrito Federal","PR0HG8R001CA",NA,"Venta"
"4788","OR0018V002M9","RIO MAGDALENA","Departamento en Venta",10500000,"$",275,NA,3,3.5,-15.826691,-47.9218204,"La Otra Banda","Alvaro Obregon","Distrito Federal","OR0018V002M9",NA,"Venta"
"4789","HA0088V001S4","Iglesia","Departamento en Venta",4895000,"$",128,NA,2,2,19.33630865,-99.19975442,"Jardines Del Pedregal","Alvaro Obregon","Distrito Federal","HA0088V001S4",NA,"Venta"
"4790","AG00R8V001PT","Iglesia 180 GRAND SAN ANGEL","Departamento en Venta",4820000,"$",125,NA,2,2,-15.826691,-47.9218204,"Pedregal","Alvaro Obregon","Distrito Federal","AG00R8V001PT",NA,"Venta"
"4791","HO0JN8V001FK","AV. SAN JERONIMO","Departamento en Venta",9500000,"$",240,NA,3,3.5,19.3354063,-99.1983579,"Pedregal","Alvaro Obregon","Distrito Federal","HO0JN8V001FK",NA,"Venta"
"4792","AR0LD8R002NL","IGLESIA - NUEVO- BE GRAND SAN ANGEL","Departamento en Venta",4800000,"$",119,NA,2,2.5,19.33465938,-99.20005477,"Pedregal","Alvaro Obregon","Distrito Federal","AR0LD8R002NL",NA,"Venta"
"4793","HO0JN8V001FM","IGLESIA","Departamento en Venta",5950000,"$",130,NA,3,3,19.33544903,-99.19956124,"Tizapán","Alvaro Obregon","Distrito Federal","HO0JN8V001FM",NA,"Venta"
"4794","MA0028V00AL9","ALPINA","Departamento en Venta",3212625,"$",70,NA,2,2,19.3390323,-99.1977553,"Tizapán","Alvaro Obregon","Distrito Federal","MA0028V00AL9",NA,"Venta"
"4795","RE0JE8V001WO","IGLESIA","Departamento en Venta",4406049,"$",96,NA,2,2.5,19.3359455,-99.1999209,"Tizapán","Alvaro Obregon","Distrito Federal","RE0JE8V001WO",NA,"Venta"
"4796","EI0044V009AR","RISCO","Casa en Venta",11300000,"$",924,821,3,5.5,19.3234306,-99.2091302,"Jardines Del Pedregal","Alvaro Obregon","Distrito Federal","EI0044V009AR",NA,"Venta"
"4797","US0014V024Q8","Cráter","Casa en Venta",1300000,"U$S",1205,828,5,7,19.3301421,-99.2004546,"Pedregal","Alvaro Obregon","Distrito Federal","US0014V024Q8",NA,"Venta"
"4798","MA0024V00ABP","CERRADA NIEBLA","Casa en Venta",13550000,"$",963,850,3,4.5,19.3295743,-99.2068386,"Pedregal","Alvaro Obregon","Distrito Federal","MA0024V00ABP",NA,"Venta"
"4799","MA0024V00ABQ","CERRADA NIEBLA","Casa en Venta",13550000,"$",963,850,3,4.5,19.3295743,-99.2068386,"Pedregal De Coyoacán","Coyoacan","Distrito Federal","MA0024V00ABQ",NA,"Venta"
"4800","OR0014V002MJ","CRATER","Casa en Venta",11500000,"$",792,706,4,4.5,19.3223968,-99.2062945,"Pedregal","Alvaro Obregon","Distrito Federal","OR0014V002MJ",NA,"Venta"
"4801","RE0F64V000JM","Agua","Casa en Venta",11650000,"$",800,800,4,0,19.3275168,-99.2078971,"Jardines Del Pedregal","Alvaro Obregon","Distrito Federal","RE0F64V000JM",NA,"Venta"
"4802","AI00G4V001UQ","Cda. de Niebla","Casa en Venta",1.4e+07,"$",900,900,3,5,19.3295743,-99.2068386,"Jardines Del Pedregal","Alvaro Obregon","Distrito Federal","AI00G4V001UQ",NA,"Venta"
"4803","MA0024R00AR9","CASCADA","Casa en Venta",13500000,"$",833,824,3,3,19.3269006,-99.20317672,"Jardines Del Pedregal","Alvaro Obregon","Distrito Federal","MA0024R00AR9",NA,"Venta"
